Home_Team,Away_Team,Result,Link,Season,Round,League
FC Volendam,Den Bosch,1-1,https://www.besoccer.com/match/fc-volendam/fc-den-bosch/201058602,2010,22,eerste_divisie
TOP Oss,Dordrecht,0-1,https://www.besoccer.com/match/fc-oss/fc-dordrecht/201058603,2010,22,eerste_divisie
Emmen,RBC Roosendaal,0-4,https://www.besoccer.com/match/emmen/rbc/201058604,2010,22,eerste_divisie
FC Eindhoven,MVV Maastricht,4-3,https://www.besoccer.com/match/fc-eindhoven/mvv/201058605,2010,22,eerste_divisie
Excelsior,SC Telstar,2-2,https://www.besoccer.com/match/excelsior/stormvogels-telstar/201058606,2010,22,eerste_divisie
AGOVV Apeldoorn,PEC Zwolle,2-0,https://www.besoccer.com/match/agovv-apeldoorn/fc-zwolle/201058607,2010,22,eerste_divisie
Cambuur,De Graafschap,1-1,https://www.besoccer.com/match/sc-cambuur-leeuwarden/graafschap/201058598,2010,23,eerste_divisie
HFC Haarlem ,BV Veendam ,1-6,https://www.besoccer.com/match/haarlem/veendam/201058599,2010,23,eerste_divisie
Go Ahead Eagles,FC Omniworld,2-0,https://www.besoccer.com/match/go-ahead-eagles/omniworld/201058600,2010,23,eerste_divisie
Fortuna Sittard,Helmond Sport,0-4,https://www.besoccer.com/match/fortuna-sittard/helmond-sport/201058601,2010,23,eerste_divisie
FC Volendam,Den Bosch,1-1,https://www.besoccer.com/match/fc-volendam/fc-den-bosch/201058602,2010,23,eerste_divisie
TOP Oss,Dordrecht,0-1,https://www.besoccer.com/match/fc-oss/fc-dordrecht/201058603,2010,23,eerste_divisie
Emmen,RBC Roosendaal,0-4,https://www.besoccer.com/match/emmen/rbc/201058604,2010,23,eerste_divisie
FC Eindhoven,MVV Maastricht,4-3,https://www.besoccer.com/match/fc-eindhoven/mvv/201058605,2010,23,eerste_divisie
Excelsior,SC Telstar,2-2,https://www.besoccer.com/match/excelsior/stormvogels-telstar/201058606,2010,23,eerste_divisie
AGOVV Apeldoorn,PEC Zwolle,2-0,https://www.besoccer.com/match/agovv-apeldoorn/fc-zwolle/201058607,2010,23,eerste_divisie
Cambuur,De Graafschap,1-1,https://www.besoccer.com/match/sc-cambuur-leeuwarden/graafschap/201058598,2010,24,eerste_divisie
HFC Haarlem ,BV Veendam ,1-6,https://www.besoccer.com/match/haarlem/veendam/201058599,2010,24,eerste_divisie
Go Ahead Eagles,FC Omniworld,2-0,https://www.besoccer.com/match/go-ahead-eagles/omniworld/201058600,2010,24,eerste_divisie
Fortuna Sittard,Helmond Sport,0-4,https://www.besoccer.com/match/fortuna-sittard/helmond-sport/201058601,2010,24,eerste_divisie
FC Volendam,Den Bosch,1-1,https://www.besoccer.com/match/fc-volendam/fc-den-bosch/201058602,2010,24,eerste_divisie
TOP Oss,Dordrecht,0-1,https://www.besoccer.com/match/fc-oss/fc-dordrecht/201058603,2010,24,eerste_divisie
Emmen,RBC Roosendaal,0-4,https://www.besoccer.com/match/emmen/rbc/201058604,2010,24,eerste_divisie
FC Eindhoven,MVV Maastricht,4-3,https://www.besoccer.com/match/fc-eindhoven/mvv/201058605,2010,24,eerste_divisie
Excelsior,SC Telstar,2-2,https://www.besoccer.com/match/excelsior/stormvogels-telstar/201058606,2010,24,eerste_divisie
AGOVV Apeldoorn,PEC Zwolle,2-0,https://www.besoccer.com/match/agovv-apeldoorn/fc-zwolle/201058607,2010,24,eerste_divisie
Cambuur,De Graafschap,1-1,https://www.besoccer.com/match/sc-cambuur-leeuwarden/graafschap/201058598,2010,25,eerste_divisie
HFC Haarlem ,BV Veendam ,1-6,https://www.besoccer.com/match/haarlem/veendam/201058599,2010,25,eerste_divisie
Go Ahead Eagles,FC Omniworld,2-0,https://www.besoccer.com/match/go-ahead-eagles/omniworld/201058600,2010,25,eerste_divisie
Fortuna Sittard,Helmond Sport,0-4,https://www.besoccer.com/match/fortuna-sittard/helmond-sport/201058601,2010,25,eerste_divisie
FC Volendam,Den Bosch,1-1,https://www.besoccer.com/match/fc-volendam/fc-den-bosch/201058602,2010,25,eerste_divisie
TOP Oss,Dordrecht,0-1,https://www.besoccer.com/match/fc-oss/fc-dordrecht/201058603,2010,25,eerste_divisie
Emmen,RBC Roosendaal,0-4,https://www.besoccer.com/match/emmen/rbc/201058604,2010,25,eerste_divisie
FC Eindhoven,MVV Maastricht,4-3,https://www.besoccer.com/match/fc-eindhoven/mvv/201058605,2010,25,eerste_divisie
Excelsior,SC Telstar,2-2,https://www.besoccer.com/match/excelsior/stormvogels-telstar/201058606,2010,25,eerste_divisie
AGOVV Apeldoorn,PEC Zwolle,2-0,https://www.besoccer.com/match/agovv-apeldoorn/fc-zwolle/201058607,2010,25,eerste_divisie
Cambuur,De Graafschap,1-1,https://www.besoccer.com/match/sc-cambuur-leeuwarden/graafschap/201058598,2010,26,eerste_divisie
HFC Haarlem ,BV Veendam ,1-6,https://www.besoccer.com/match/haarlem/veendam/201058599,2010,26,eerste_divisie
Go Ahead Eagles,FC Omniworld,2-0,https://www.besoccer.com/match/go-ahead-eagles/omniworld/201058600,2010,26,eerste_divisie
Fortuna Sittard,Helmond Sport,0-4,https://www.besoccer.com/match/fortuna-sittard/helmond-sport/201058601,2010,26,eerste_divisie
FC Volendam,Den Bosch,1-1,https://www.besoccer.com/match/fc-volendam/fc-den-bosch/201058602,2010,26,eerste_divisie
TOP Oss,Dordrecht,0-1,https://www.besoccer.com/match/fc-oss/fc-dordrecht/201058603,2010,26,eerste_divisie
Emmen,RBC Roosendaal,0-4,https://www.besoccer.com/match/emmen/rbc/201058604,2010,26,eerste_divisie
FC Eindhoven,MVV Maastricht,4-3,https://www.besoccer.com/match/fc-eindhoven/mvv/201058605,2010,26,eerste_divisie
Excelsior,SC Telstar,2-2,https://www.besoccer.com/match/excelsior/stormvogels-telstar/201058606,2010,26,eerste_divisie
AGOVV Apeldoorn,PEC Zwolle,2-0,https://www.besoccer.com/match/agovv-apeldoorn/fc-zwolle/201058607,2010,26,eerste_divisie
Cambuur,De Graafschap,1-1,https://www.besoccer.com/match/sc-cambuur-leeuwarden/graafschap/201058598,2010,27,eerste_divisie
HFC Haarlem ,BV Veendam ,1-6,https://www.besoccer.com/match/haarlem/veendam/201058599,2010,27,eerste_divisie
Go Ahead Eagles,FC Omniworld,2-0,https://www.besoccer.com/match/go-ahead-eagles/omniworld/201058600,2010,27,eerste_divisie
Fortuna Sittard,Helmond Sport,0-4,https://www.besoccer.com/match/fortuna-sittard/helmond-sport/201058601,2010,27,eerste_divisie
FC Volendam,Den Bosch,1-1,https://www.besoccer.com/match/fc-volendam/fc-den-bosch/201058602,2010,27,eerste_divisie
TOP Oss,Dordrecht,0-1,https://www.besoccer.com/match/fc-oss/fc-dordrecht/201058603,2010,27,eerste_divisie
Emmen,RBC Roosendaal,0-4,https://www.besoccer.com/match/emmen/rbc/201058604,2010,27,eerste_divisie
FC Eindhoven,MVV Maastricht,4-3,https://www.besoccer.com/match/fc-eindhoven/mvv/201058605,2010,27,eerste_divisie
Excelsior,SC Telstar,2-2,https://www.besoccer.com/match/excelsior/stormvogels-telstar/201058606,2010,27,eerste_divisie
AGOVV Apeldoorn,PEC Zwolle,2-0,https://www.besoccer.com/match/agovv-apeldoorn/fc-zwolle/201058607,2010,27,eerste_divisie
Cambuur,De Graafschap,1-1,https://www.besoccer.com/match/sc-cambuur-leeuwarden/graafschap/201058598,2010,28,eerste_divisie
HFC Haarlem ,BV Veendam ,1-6,https://www.besoccer.com/match/haarlem/veendam/201058599,2010,28,eerste_divisie
Go Ahead Eagles,FC Omniworld,2-0,https://www.besoccer.com/match/go-ahead-eagles/omniworld/201058600,2010,28,eerste_divisie
Fortuna Sittard,Helmond Sport,0-4,https://www.besoccer.com/match/fortuna-sittard/helmond-sport/201058601,2010,28,eerste_divisie
FC Volendam,Den Bosch,1-1,https://www.besoccer.com/match/fc-volendam/fc-den-bosch/201058602,2010,28,eerste_divisie
TOP Oss,Dordrecht,0-1,https://www.besoccer.com/match/fc-oss/fc-dordrecht/201058603,2010,28,eerste_divisie
Emmen,RBC Roosendaal,0-4,https://www.besoccer.com/match/emmen/rbc/201058604,2010,28,eerste_divisie
FC Eindhoven,MVV Maastricht,4-3,https://www.besoccer.com/match/fc-eindhoven/mvv/201058605,2010,28,eerste_divisie
Excelsior,SC Telstar,2-2,https://www.besoccer.com/match/excelsior/stormvogels-telstar/201058606,2010,28,eerste_divisie
AGOVV Apeldoorn,PEC Zwolle,2-0,https://www.besoccer.com/match/agovv-apeldoorn/fc-zwolle/201058607,2010,28,eerste_divisie
Cambuur,De Graafschap,1-1,https://www.besoccer.com/match/sc-cambuur-leeuwarden/graafschap/201058598,2010,29,eerste_divisie
HFC Haarlem ,BV Veendam ,1-6,https://www.besoccer.com/match/haarlem/veendam/201058599,2010,29,eerste_divisie
Go Ahead Eagles,FC Omniworld,2-0,https://www.besoccer.com/match/go-ahead-eagles/omniworld/201058600,2010,29,eerste_divisie
Fortuna Sittard,Helmond Sport,0-4,https://www.besoccer.com/match/fortuna-sittard/helmond-sport/201058601,2010,29,eerste_divisie
FC Volendam,Den Bosch,1-1,https://www.besoccer.com/match/fc-volendam/fc-den-bosch/201058602,2010,29,eerste_divisie
TOP Oss,Dordrecht,0-1,https://www.besoccer.com/match/fc-oss/fc-dordrecht/201058603,2010,29,eerste_divisie
Emmen,RBC Roosendaal,0-4,https://www.besoccer.com/match/emmen/rbc/201058604,2010,29,eerste_divisie
FC Eindhoven,MVV Maastricht,4-3,https://www.besoccer.com/match/fc-eindhoven/mvv/201058605,2010,29,eerste_divisie
Excelsior,SC Telstar,2-2,https://www.besoccer.com/match/excelsior/stormvogels-telstar/201058606,2010,29,eerste_divisie
AGOVV Apeldoorn,PEC Zwolle,2-0,https://www.besoccer.com/match/agovv-apeldoorn/fc-zwolle/201058607,2010,29,eerste_divisie
Cambuur,De Graafschap,1-1,https://www.besoccer.com/match/sc-cambuur-leeuwarden/graafschap/201058598,2010,30,eerste_divisie
HFC Haarlem ,BV Veendam ,1-6,https://www.besoccer.com/match/haarlem/veendam/201058599,2010,30,eerste_divisie
Go Ahead Eagles,FC Omniworld,2-0,https://www.besoccer.com/match/go-ahead-eagles/omniworld/201058600,2010,30,eerste_divisie
Fortuna Sittard,Helmond Sport,0-4,https://www.besoccer.com/match/fortuna-sittard/helmond-sport/201058601,2010,30,eerste_divisie
FC Volendam,Den Bosch,1-1,https://www.besoccer.com/match/fc-volendam/fc-den-bosch/201058602,2010,30,eerste_divisie
TOP Oss,Dordrecht,0-1,https://www.besoccer.com/match/fc-oss/fc-dordrecht/201058603,2010,30,eerste_divisie
Emmen,RBC Roosendaal,0-4,https://www.besoccer.com/match/emmen/rbc/201058604,2010,30,eerste_divisie
FC Eindhoven,MVV Maastricht,4-3,https://www.besoccer.com/match/fc-eindhoven/mvv/201058605,2010,30,eerste_divisie
Excelsior,SC Telstar,2-2,https://www.besoccer.com/match/excelsior/stormvogels-telstar/201058606,2010,30,eerste_divisie
AGOVV Apeldoorn,PEC Zwolle,2-0,https://www.besoccer.com/match/agovv-apeldoorn/fc-zwolle/201058607,2010,30,eerste_divisie
Cambuur,De Graafschap,1-1,https://www.besoccer.com/match/sc-cambuur-leeuwarden/graafschap/201058598,2010,31,eerste_divisie
HFC Haarlem ,BV Veendam ,1-6,https://www.besoccer.com/match/haarlem/veendam/201058599,2010,31,eerste_divisie
Go Ahead Eagles,FC Omniworld,2-0,https://www.besoccer.com/match/go-ahead-eagles/omniworld/201058600,2010,31,eerste_divisie
Fortuna Sittard,Helmond Sport,0-4,https://www.besoccer.com/match/fortuna-sittard/helmond-sport/201058601,2010,31,eerste_divisie
FC Volendam,Den Bosch,1-1,https://www.besoccer.com/match/fc-volendam/fc-den-bosch/201058602,2010,31,eerste_divisie
TOP Oss,Dordrecht,0-1,https://www.besoccer.com/match/fc-oss/fc-dordrecht/201058603,2010,31,eerste_divisie
Emmen,RBC Roosendaal,0-4,https://www.besoccer.com/match/emmen/rbc/201058604,2010,31,eerste_divisie
FC Eindhoven,MVV Maastricht,4-3,https://www.besoccer.com/match/fc-eindhoven/mvv/201058605,2010,31,eerste_divisie
Excelsior,SC Telstar,2-2,https://www.besoccer.com/match/excelsior/stormvogels-telstar/201058606,2010,31,eerste_divisie
AGOVV Apeldoorn,PEC Zwolle,2-0,https://www.besoccer.com/match/agovv-apeldoorn/fc-zwolle/201058607,2010,31,eerste_divisie
Cambuur,De Graafschap,1-1,https://www.besoccer.com/match/sc-cambuur-leeuwarden/graafschap/201058598,2010,32,eerste_divisie
HFC Haarlem ,BV Veendam ,1-6,https://www.besoccer.com/match/haarlem/veendam/201058599,2010,32,eerste_divisie
Go Ahead Eagles,FC Omniworld,2-0,https://www.besoccer.com/match/go-ahead-eagles/omniworld/201058600,2010,32,eerste_divisie
Fortuna Sittard,Helmond Sport,0-4,https://www.besoccer.com/match/fortuna-sittard/helmond-sport/201058601,2010,32,eerste_divisie
FC Volendam,Den Bosch,1-1,https://www.besoccer.com/match/fc-volendam/fc-den-bosch/201058602,2010,32,eerste_divisie
TOP Oss,Dordrecht,0-1,https://www.besoccer.com/match/fc-oss/fc-dordrecht/201058603,2010,32,eerste_divisie
Emmen,RBC Roosendaal,0-4,https://www.besoccer.com/match/emmen/rbc/201058604,2010,32,eerste_divisie
FC Eindhoven,MVV Maastricht,4-3,https://www.besoccer.com/match/fc-eindhoven/mvv/201058605,2010,32,eerste_divisie
Excelsior,SC Telstar,2-2,https://www.besoccer.com/match/excelsior/stormvogels-telstar/201058606,2010,32,eerste_divisie
AGOVV Apeldoorn,PEC Zwolle,2-0,https://www.besoccer.com/match/agovv-apeldoorn/fc-zwolle/201058607,2010,32,eerste_divisie
Cambuur,De Graafschap,1-1,https://www.besoccer.com/match/sc-cambuur-leeuwarden/graafschap/201058598,2010,33,eerste_divisie
HFC Haarlem ,BV Veendam ,1-6,https://www.besoccer.com/match/haarlem/veendam/201058599,2010,33,eerste_divisie
Go Ahead Eagles,FC Omniworld,2-0,https://www.besoccer.com/match/go-ahead-eagles/omniworld/201058600,2010,33,eerste_divisie
Fortuna Sittard,Helmond Sport,0-4,https://www.besoccer.com/match/fortuna-sittard/helmond-sport/201058601,2010,33,eerste_divisie
FC Volendam,Den Bosch,1-1,https://www.besoccer.com/match/fc-volendam/fc-den-bosch/201058602,2010,33,eerste_divisie
TOP Oss,Dordrecht,0-1,https://www.besoccer.com/match/fc-oss/fc-dordrecht/201058603,2010,33,eerste_divisie
Emmen,RBC Roosendaal,0-4,https://www.besoccer.com/match/emmen/rbc/201058604,2010,33,eerste_divisie
FC Eindhoven,MVV Maastricht,4-3,https://www.besoccer.com/match/fc-eindhoven/mvv/201058605,2010,33,eerste_divisie
Excelsior,SC Telstar,2-2,https://www.besoccer.com/match/excelsior/stormvogels-telstar/201058606,2010,33,eerste_divisie
AGOVV Apeldoorn,PEC Zwolle,2-0,https://www.besoccer.com/match/agovv-apeldoorn/fc-zwolle/201058607,2010,33,eerste_divisie
Cambuur,De Graafschap,1-1,https://www.besoccer.com/match/sc-cambuur-leeuwarden/graafschap/201058598,2010,34,eerste_divisie
HFC Haarlem ,BV Veendam ,1-6,https://www.besoccer.com/match/haarlem/veendam/201058599,2010,34,eerste_divisie
Go Ahead Eagles,FC Omniworld,2-0,https://www.besoccer.com/match/go-ahead-eagles/omniworld/201058600,2010,34,eerste_divisie
Fortuna Sittard,Helmond Sport,0-4,https://www.besoccer.com/match/fortuna-sittard/helmond-sport/201058601,2010,34,eerste_divisie
FC Volendam,Den Bosch,1-1,https://www.besoccer.com/match/fc-volendam/fc-den-bosch/201058602,2010,34,eerste_divisie
TOP Oss,Dordrecht,0-1,https://www.besoccer.com/match/fc-oss/fc-dordrecht/201058603,2010,34,eerste_divisie
Emmen,RBC Roosendaal,0-4,https://www.besoccer.com/match/emmen/rbc/201058604,2010,34,eerste_divisie
FC Eindhoven,MVV Maastricht,4-3,https://www.besoccer.com/match/fc-eindhoven/mvv/201058605,2010,34,eerste_divisie
Excelsior,SC Telstar,2-2,https://www.besoccer.com/match/excelsior/stormvogels-telstar/201058606,2010,34,eerste_divisie
AGOVV Apeldoorn,PEC Zwolle,2-0,https://www.besoccer.com/match/agovv-apeldoorn/fc-zwolle/201058607,2010,34,eerste_divisie
Cambuur,De Graafschap,1-1,https://www.besoccer.com/match/sc-cambuur-leeuwarden/graafschap/201058598,2010,35,eerste_divisie
HFC Haarlem ,BV Veendam ,1-6,https://www.besoccer.com/match/haarlem/veendam/201058599,2010,35,eerste_divisie
Go Ahead Eagles,FC Omniworld,2-0,https://www.besoccer.com/match/go-ahead-eagles/omniworld/201058600,2010,35,eerste_divisie
Fortuna Sittard,Helmond Sport,0-4,https://www.besoccer.com/match/fortuna-sittard/helmond-sport/201058601,2010,35,eerste_divisie
FC Volendam,Den Bosch,1-1,https://www.besoccer.com/match/fc-volendam/fc-den-bosch/201058602,2010,35,eerste_divisie
TOP Oss,Dordrecht,0-1,https://www.besoccer.com/match/fc-oss/fc-dordrecht/201058603,2010,35,eerste_divisie
Emmen,RBC Roosendaal,0-4,https://www.besoccer.com/match/emmen/rbc/201058604,2010,35,eerste_divisie
FC Eindhoven,MVV Maastricht,4-3,https://www.besoccer.com/match/fc-eindhoven/mvv/201058605,2010,35,eerste_divisie
Excelsior,SC Telstar,2-2,https://www.besoccer.com/match/excelsior/stormvogels-telstar/201058606,2010,35,eerste_divisie
AGOVV Apeldoorn,PEC Zwolle,2-0,https://www.besoccer.com/match/agovv-apeldoorn/fc-zwolle/201058607,2010,35,eerste_divisie
Cambuur,De Graafschap,1-1,https://www.besoccer.com/match/sc-cambuur-leeuwarden/graafschap/201058598,2010,36,eerste_divisie
HFC Haarlem ,BV Veendam ,1-6,https://www.besoccer.com/match/haarlem/veendam/201058599,2010,36,eerste_divisie
Go Ahead Eagles,FC Omniworld,2-0,https://www.besoccer.com/match/go-ahead-eagles/omniworld/201058600,2010,36,eerste_divisie
Fortuna Sittard,Helmond Sport,0-4,https://www.besoccer.com/match/fortuna-sittard/helmond-sport/201058601,2010,36,eerste_divisie
FC Volendam,Den Bosch,1-1,https://www.besoccer.com/match/fc-volendam/fc-den-bosch/201058602,2010,36,eerste_divisie
TOP Oss,Dordrecht,0-1,https://www.besoccer.com/match/fc-oss/fc-dordrecht/201058603,2010,36,eerste_divisie
Emmen,RBC Roosendaal,0-4,https://www.besoccer.com/match/emmen/rbc/201058604,2010,36,eerste_divisie
FC Eindhoven,MVV Maastricht,4-3,https://www.besoccer.com/match/fc-eindhoven/mvv/201058605,2010,36,eerste_divisie
Excelsior,SC Telstar,2-2,https://www.besoccer.com/match/excelsior/stormvogels-telstar/201058606,2010,36,eerste_divisie
AGOVV Apeldoorn,PEC Zwolle,2-0,https://www.besoccer.com/match/agovv-apeldoorn/fc-zwolle/201058607,2010,36,eerste_divisie
Cambuur,De Graafschap,1-1,https://www.besoccer.com/match/sc-cambuur-leeuwarden/graafschap/201058598,2010,37,eerste_divisie
HFC Haarlem ,BV Veendam ,1-6,https://www.besoccer.com/match/haarlem/veendam/201058599,2010,37,eerste_divisie
Go Ahead Eagles,FC Omniworld,2-0,https://www.besoccer.com/match/go-ahead-eagles/omniworld/201058600,2010,37,eerste_divisie
Fortuna Sittard,Helmond Sport,0-4,https://www.besoccer.com/match/fortuna-sittard/helmond-sport/201058601,2010,37,eerste_divisie
FC Volendam,Den Bosch,1-1,https://www.besoccer.com/match/fc-volendam/fc-den-bosch/201058602,2010,37,eerste_divisie
TOP Oss,Dordrecht,0-1,https://www.besoccer.com/match/fc-oss/fc-dordrecht/201058603,2010,37,eerste_divisie
Emmen,RBC Roosendaal,0-4,https://www.besoccer.com/match/emmen/rbc/201058604,2010,37,eerste_divisie
FC Eindhoven,MVV Maastricht,4-3,https://www.besoccer.com/match/fc-eindhoven/mvv/201058605,2010,37,eerste_divisie
Excelsior,SC Telstar,2-2,https://www.besoccer.com/match/excelsior/stormvogels-telstar/201058606,2010,37,eerste_divisie
AGOVV Apeldoorn,PEC Zwolle,2-0,https://www.besoccer.com/match/agovv-apeldoorn/fc-zwolle/201058607,2010,37,eerste_divisie
Cambuur,De Graafschap,1-1,https://www.besoccer.com/match/sc-cambuur-leeuwarden/graafschap/201058598,2010,38,eerste_divisie
HFC Haarlem ,BV Veendam ,1-6,https://www.besoccer.com/match/haarlem/veendam/201058599,2010,38,eerste_divisie
Go Ahead Eagles,FC Omniworld,2-0,https://www.besoccer.com/match/go-ahead-eagles/omniworld/201058600,2010,38,eerste_divisie
Fortuna Sittard,Helmond Sport,0-4,https://www.besoccer.com/match/fortuna-sittard/helmond-sport/201058601,2010,38,eerste_divisie
FC Volendam,Den Bosch,1-1,https://www.besoccer.com/match/fc-volendam/fc-den-bosch/201058602,2010,38,eerste_divisie
TOP Oss,Dordrecht,0-1,https://www.besoccer.com/match/fc-oss/fc-dordrecht/201058603,2010,38,eerste_divisie
Emmen,RBC Roosendaal,0-4,https://www.besoccer.com/match/emmen/rbc/201058604,2010,38,eerste_divisie
FC Eindhoven,MVV Maastricht,4-3,https://www.besoccer.com/match/fc-eindhoven/mvv/201058605,2010,38,eerste_divisie
Excelsior,SC Telstar,2-2,https://www.besoccer.com/match/excelsior/stormvogels-telstar/201058606,2010,38,eerste_divisie
AGOVV Apeldoorn,PEC Zwolle,2-0,https://www.besoccer.com/match/agovv-apeldoorn/fc-zwolle/201058607,2010,38,eerste_divisie
